left,front,right,action
56.49,11.31,103.53,RIGHT
47.58,8.29,90.65,RIGHT
6.75,15.71,8.64,STOP
69.99,75.33,16.88,FORWARD
97.78,11.23,80.0,LEFT
103.62,66.09,63.02,FORWARD
8.35,72.04,66.5,FORWARD
8.51,17.3,13.47,STOP
8.78,15.81,22.28,STOP
20.87,11.09,5.94,STOP
69.46,31.44,25.76,LEFT
7.92,98.6,86.51,FORWARD
49.15,99.15,81.31,FORWARD
105.98,10.21,47.19,LEFT
22.64,108.68,29.69,FORWARD
20.03,60.54,42.88,FORWARD
72.31,21.45,64.27,RIGHT
57.01,16.24,59.21,RIGHT
17.83,10.4,11.15,STOP
51.59,80.56,117.19,FORWARD
57.25,26.49,44.93,LEFT
71.13,18.87,79.4,RIGHT
6.24,6.7,22.02,STOP
92.5,44.64,66.6,LEFT
16.54,6.98,7.4,STOP
45.79,33.99,78.98,LEFT
101.77,86.26,58.88,FORWARD
47.05,20.61,86.51,RIGHT
25.59,12.67,81.05,RIGHT
18.59,94.03,47.36,FORWARD
6.24,6.49,14.8,STOP
70.27,61.9,70.07,FORWARD
119.58,89.94,66.47,FORWARD
44.23,39.46,90.18,RIGHT
9.7,92.8,81.09,FORWARD
104.95,11.69,71.27,LEFT
77.54,16.27,31.54,LEFT
106.62,18.16,51.12,LEFT
35.26,59.76,59.68,FORWARD
55.83,32.41,95.69,RIGHT
15.08,10.23,7.2,STOP
28.46,83.7,32.69,FORWARD
95.69,79.79,96.3,FORWARD
40.65,19.4,45.65,LEFT
67.85,29.72,98.21,RIGHT
116.61,19.25,71.45,LEFT
15.37,14.1,15.81,STOP
41.68,57.56,94.47,FORWARD
26.21,72.87,116.24,FORWARD
100.54,40.73,49.07,LEFT
66.38,30.22,115.99,RIGHT
15.85,17.4,12.03,STOP
66.19,32.6,62.88,LEFT
40.35,23.26,63.24,LEFT
77.14,10.27,27.49,LEFT
102.15,89.58,57.23,FORWARD
7.9,16.76,19.52,STOP
23.33,8.7,14.88,STOP
33.96,9.93,107.18,RIGHT
58.74,36.82,47.39,RIGHT
59.85,16.3,94.9,RIGHT
89.92,57.49,119.03,FORWARD
100.19,11.24,43.7,LEFT
109.88,10.17,70.15,LEFT
102.79,68.23,103.74,FORWARD
110.6,99.84,104.34,FORWARD
76.24,27.07,55.53,LEFT
22.98,14.3,18.0,STOP
9.55,7.81,19.42,STOP
20.71,13.95,8.46,STOP
89.55,30.79,58.36,LEFT
86.66,12.77,27.29,LEFT
75.41,21.43,53.0,LEFT
20.58,36.43,87.17,RIGHT
20.48,13.73,19.91,STOP
63.07,27.02,114.15,RIGHT
112.64,26.64,37.61,LEFT
118.88,27.71,63.26,LEFT
27.06,22.09,81.01,RIGHT
24.28,19.4,6.94,STOP
16.07,17.52,17.39,STOP
76.03,41.35,56.51,LEFT
7.45,86.66,28.18,FORWARD
55.87,29.45,54.48,LEFT
11.85,7.52,19.17,STOP
21.68,17.63,17.53,STOP
45.19,61.43,48.67,FORWARD
47.98,38.11,43.43,LEFT
13.49,14.78,9.77,STOP
21.24,7.03,5.6,STOP
6.82,8.47,20.94,STOP
36.4,65.51,65.38,FORWARD
34.99,36.87,58.92,RIGHT
50.54,93.01,9.59,FORWARD
104.28,98.47,53.2,FORWARD
113.24,30.71,51.43,LEFT
46.07,11.31,73.64,LEFT
62.38,17.77,87.8,RIGHT
72.49,75.84,100.17,FORWARD
82.92,58.43,80.34,FORWARD
88.98,5.16,70.22,LEFT
110.21,90.37,67.2,FORWARD
12.32,18.77,16.81,STOP
50.61,21.26,39.11,LEFT
16.84,7.18,19.18,STOP
112.36,14.89,65.38,LEFT
15.25,65.71,86.08,FORWARD
109.82,24.39,66.95,LEFT
59.05,69.98,77.52,FORWARD
34.66,23.2,46.78,RIGHT
12.92,9.1,7.63,STOP
22.25,9.37,13.85,STOP
78.95,29.5,63.68,RIGHT
88.78,33.2,56.7,LEFT
32.46,94.62,75.63,FORWARD
67.02,35.97,21.04,LEFT
7.97,9.29,13.43,STOP
111.8,32.72,54.36,LEFT
106.98,5.47,62.0,LEFT
60.62,21.45,45.79,LEFT
37.29,27.62,86.92,RIGHT
22.2,21.67,85.0,RIGHT
46.7,31.43,92.13,RIGHT
59.07,32.61,72.74,RIGHT
24.26,6.61,12.2,STOP
6.57,7.52,11.68,STOP
78.57,33.98,48.5,RIGHT
54.75,36.91,54.09,RIGHT
117.88,20.98,70.54,LEFT
12.75,7.88,20.25,STOP
47.72,42.47,115.1,RIGHT
23.11,10.43,7.31,STOP
43.84,14.99,28.74,LEFT
44.55,38.57,66.71,LEFT
27.88,28.03,52.3,RIGHT
14.55,8.2,6.94,STOP
52.65,6.69,52.35,LEFT
7.31,104.16,32.39,FORWARD
84.92,75.85,79.61,FORWARD
23.43,18.85,13.47,STOP
56.24,105.24,99.65,FORWARD
31.17,7.77,55.44,RIGHT
56.71,7.81,29.83,LEFT
24.94,22.52,99.11,RIGHT
14.27,105.83,22.61,FORWARD
81.73,43.39,79.12,LEFT
48.98,38.21,56.36,LEFT
52.56,109.63,68.84,FORWARD
89.86,67.57,91.45,FORWARD
74.54,42.05,30.24,LEFT
18.92,85.07,109.6,FORWARD
68.31,12.35,59.45,LEFT
12.68,17.3,13.3,STOP
6.53,5.43,12.85,STOP
81.99,6.69,70.46,LEFT
26.31,106.53,81.05,FORWARD
75.21,8.91,25.46,LEFT
17.54,9.4,8.73,STOP
107.63,6.19,30.97,LEFT
9.09,13.59,18.75,STOP
96.24,20.62,40.55,LEFT
10.75,7.82,16.4,STOP
51.09,89.6,17.18,FORWARD
37.05,34.23,76.2,RIGHT
64.88,8.74,41.91,LEFT
34.61,16.05,114.9,RIGHT
59.82,30.65,76.49,RIGHT
50.74,34.46,94.64,RIGHT
7.1,76.99,73.46,FORWARD
6.15,18.46,6.84,STOP
10.83,17.45,13.48,STOP
84.4,75.04,116.54,FORWARD
53.82,16.82,90.03,RIGHT
8.18,19.16,6.5,STOP
42.5,29.48,106.01,RIGHT
12.76,19.5,5.31,STOP
12.56,6.91,8.23,STOP
17.44,10.64,15.51,STOP
73.98,15.08,58.36,RIGHT
76.32,23.08,34.04,LEFT
71.38,88.61,64.24,FORWARD
72.19,44.33,23.49,LEFT
73.9,12.8,76.8,LEFT
35.83,118.56,36.28,FORWARD
21.55,7.68,8.91,STOP
13.36,5.6,7.11,STOP
41.6,19.37,77.56,LEFT
47.22,18.9,109.66,RIGHT
19.69,18.57,21.98,STOP
60.06,6.7,42.13,LEFT
67.22,35.34,85.09,RIGHT
8.98,15.15,13.97,STOP
45.01,21.53,81.05,RIGHT
100.4,35.82,33.45,LEFT
22.06,82.03,88.8,FORWARD
18.75,15.44,18.98,STOP
65.16,63.25,51.22,FORWARD
74.66,77.54,10.78,FORWARD
43.81,22.96,113.24,RIGHT
23.29,16.84,5.92,STOP
6.6,14.38,23.98,STOP
87.62,108.17,81.58,FORWARD
19.89,92.17,87.19,FORWARD
10.05,118.29,77.08,FORWARD
74.23,15.07,59.69,LEFT
16.8,18.2,8.56,STOP
38.82,24.14,82.9,RIGHT
62.52,30.59,85.96,RIGHT
35.99,27.3,86.12,RIGHT
22.01,12.89,18.1,STOP
6.07,15.05,19.78,STOP
15.88,6.84,18.65,STOP
62.93,39.09,26.53,LEFT
64.93,12.04,61.89,RIGHT
61.16,17.18,45.45,LEFT
107.09,35.98,55.92,LEFT
5.24,6.6,17.06,STOP
68.09,35.13,66.81,LEFT
64.06,21.08,119.1,RIGHT
88.27,25.46,72.21,LEFT
58.7,12.25,77.88,RIGHT
9.69,10.24,17.91,STOP
80.28,87.1,27.12,FORWARD
41.3,107.7,90.96,FORWARD
106.41,6.41,70.1,LEFT
11.58,8.55,24.57,STOP
96.52,67.67,96.03,FORWARD
21.86,13.18,10.68,STOP
63.18,27.13,48.89,RIGHT
53.8,39.07,55.84,RIGHT
9.57,6.74,17.31,STOP
66.17,35.58,51.98,LEFT
87.12,23.85,33.77,LEFT
47.27,115.84,55.68,FORWARD
8.09,11.21,10.49,STOP
71.83,43.62,62.45,LEFT
50.28,30.91,98.6,RIGHT
48.48,8.53,30.99,LEFT
88.55,15.28,75.28,LEFT
95.82,8.11,78.02,LEFT
20.72,16.38,13.88,STOP
73.36,7.49,46.38,LEFT
88.02,9.14,55.46,LEFT
44.14,38.12,62.42,LEFT
82.69,28.87,34.08,LEFT
7.36,10.03,23.64,STOP
15.03,13.16,13.23,STOP
13.4,13.87,22.7,STOP
109.93,43.85,34.17,LEFT
61.5,33.84,49.04,RIGHT
98.53,25.49,73.1,LEFT
9.44,10.65,20.89,STOP
18.91,14.97,22.01,STOP
24.65,6.5,45.37,RIGHT
63.55,27.23,29.53,LEFT
109.74,65.25,25.78,FORWARD
19.31,12.53,13.36,STOP
37.23,44.52,101.13,RIGHT
110.5,7.52,23.95,LEFT
29.82,6.82,44.61,RIGHT
58.48,27.24,50.58,LEFT
34.66,56.43,64.23,FORWARD
54.87,23.13,66.95,RIGHT
21.67,15.41,16.74,STOP
89.62,23.68,48.85,LEFT
78.15,108.95,89.31,FORWARD
69.51,55.55,63.13,FORWARD
33.6,113.18,13.88,FORWARD
80.52,99.68,105.97,FORWARD
11.16,14.29,11.3,STOP
7.2,8.49,14.92,STOP
82.56,25.16,53.09,LEFT
92.5,38.53,41.35,LEFT
29.82,60.41,13.52,FORWARD
47.62,57.11,119.5,FORWARD
16.73,18.15,19.8,STOP
59.9,9.76,42.91,LEFT
23.06,10.37,23.45,STOP
52.22,41.9,53.44,RIGHT
56.89,93.04,32.21,FORWARD
73.36,32.41,101.78,RIGHT
88.5,16.08,56.72,LEFT
19.82,15.04,24.06,STOP
39.49,89.13,73.75,FORWARD
110.62,70.73,15.76,FORWARD
21.43,112.69,105.87,FORWARD
43.99,99.98,45.76,FORWARD
11.79,12.51,17.49,STOP
79.12,12.4,118.11,RIGHT
50.89,115.61,99.71,FORWARD
104.45,19.22,47.08,LEFT
73.35,32.73,101.41,RIGHT
46.15,77.39,109.86,FORWARD
62.03,84.96,30.06,FORWARD
66.31,19.72,97.83,RIGHT
107.24,23.74,60.9,LEFT
47.64,12.94,104.96,RIGHT
24.26,12.79,41.86,RIGHT
6.61,6.14,8.86,STOP
68.16,95.18,68.07,FORWARD
25.81,96.16,49.47,FORWARD
57.99,43.14,22.13,LEFT
21.06,11.61,23.68,STOP
43.55,39.08,84.42,RIGHT
44.31,107.12,40.47,FORWARD
117.22,83.8,45.31,FORWARD
80.99,22.78,76.89,LEFT
95.2,23.09,50.52,LEFT
60.64,16.84,92.86,RIGHT
17.44,10.15,16.58,STOP
30.56,31.74,74.13,RIGHT
21.0,18.54,91.7,RIGHT
19.5,10.03,21.87,STOP
71.48,28.78,48.2,RIGHT
15.5,7.84,8.54,STOP
35.9,81.2,74.41,FORWARD
6.78,104.2,85.75,FORWARD
26.09,103.98,43.42,FORWARD
39.6,111.94,66.91,FORWARD
48.57,19.97,31.21,LEFT
60.89,84.47,84.92,FORWARD
16.75,11.94,19.1,STOP
63.74,73.5,101.43,FORWARD
19.82,81.71,14.78,FORWARD
43.11,19.34,55.68,RIGHT
9.28,14.97,10.94,STOP
29.93,21.87,92.03,RIGHT
33.05,5.66,96.62,RIGHT
78.53,35.46,82.04,RIGHT
57.58,20.83,83.54,RIGHT
112.41,34.61,23.89,LEFT
21.38,28.89,97.15,RIGHT
96.68,13.18,20.07,LEFT
72.89,97.5,74.11,FORWARD
72.7,70.05,75.11,FORWARD
27.59,18.85,61.78,RIGHT
68.43,39.59,52.56,LEFT
77.75,105.71,83.45,FORWARD
37.06,56.46,8.95,FORWARD
42.29,26.5,67.11,RIGHT
75.95,86.4,25.34,FORWARD
11.96,12.88,11.17,STOP
8.82,59.48,20.38,FORWARD
13.5,14.7,9.17,STOP
73.25,18.91,50.71,RIGHT
7.26,19.59,16.88,STOP
15.41,9.95,10.69,STOP
55.34,20.86,57.46,LEFT
13.07,11.38,16.51,STOP
88.78,67.78,107.06,FORWARD
39.67,42.7,103.65,RIGHT
79.99,37.71,50.18,RIGHT
14.96,8.68,11.8,STOP
39.22,97.07,46.69,FORWARD
21.53,28.4,107.04,RIGHT
68.45,42.92,26.67,LEFT
59.12,39.75,62.51,RIGHT
77.43,23.15,22.14,LEFT
25.41,103.27,69.09,FORWARD
107.9,89.23,113.2,FORWARD
31.45,93.08,14.34,FORWARD
19.0,10.5,9.19,STOP
36.4,19.29,71.46,RIGHT
77.69,8.35,77.31,RIGHT
61.08,8.17,110.02,RIGHT
73.09,40.14,87.93,RIGHT
112.35,32.16,34.83,LEFT
101.02,61.08,25.84,FORWARD
22.45,23.75,73.37,RIGHT
60.82,44.09,78.1,LEFT
53.93,69.16,65.34,FORWARD
36.69,5.67,101.23,RIGHT
54.02,35.76,71.09,LEFT
39.37,23.22,91.22,RIGHT
22.12,86.99,67.87,FORWARD
57.01,81.33,30.44,FORWARD
116.48,35.62,23.48,LEFT
12.5,64.22,17.21,FORWARD
18.24,5.11,20.58,STOP
9.98,14.08,8.9,STOP
34.76,100.52,89.86,FORWARD
99.94,16.41,72.66,LEFT
60.45,18.09,77.2,RIGHT
17.72,13.63,13.25,STOP
55.26,27.66,55.67,LEFT
85.63,98.0,108.22,FORWARD
50.87,14.5,63.13,LEFT
12.8,79.7,71.53,FORWARD
5.81,10.25,16.47,STOP
32.22,40.82,55.47,RIGHT
31.5,43.84,112.64,RIGHT
7.59,15.77,5.03,STOP
71.5,68.49,58.63,FORWARD
14.23,7.71,10.88,STOP
48.75,42.91,99.75,RIGHT
106.71,10.61,31.87,LEFT
79.03,10.48,47.42,LEFT
22.46,18.46,19.32,STOP
48.39,12.56,58.38,LEFT
85.19,21.28,35.1,LEFT
74.9,38.79,73.01,RIGHT
42.29,22.9,66.4,LEFT
61.75,21.19,115.9,RIGHT
32.46,20.54,102.99,RIGHT
62.79,29.35,70.59,LEFT
81.34,78.63,118.79,FORWARD
47.46,22.99,42.72,LEFT
39.64,12.46,85.28,RIGHT
47.31,7.13,100.55,RIGHT
59.75,85.6,50.73,FORWARD
22.6,12.84,8.29,STOP
56.95,9.81,94.38,RIGHT
99.7,15.35,50.38,LEFT
7.58,57.57,7.96,FORWARD
21.12,16.84,5.64,STOP
50.98,27.02,77.81,RIGHT
71.57,43.17,68.87,LEFT
73.04,29.31,83.06,RIGHT
32.65,85.57,115.37,FORWARD
13.46,15.32,7.78,STOP
78.17,12.31,43.67,RIGHT
94.28,40.56,39.39,LEFT
22.3,65.12,29.24,FORWARD
12.66,6.14,24.85,STOP
18.84,12.22,17.35,STOP
108.24,28.84,54.05,LEFT
40.18,28.2,99.29,RIGHT
81.68,22.23,53.75,LEFT
11.65,5.4,17.61,STOP
12.5,5.32,12.83,STOP
87.63,19.35,56.52,LEFT
64.62,92.79,42.97,FORWARD
22.15,5.48,6.1,STOP
67.72,90.87,44.91,FORWARD
8.05,6.33,19.57,STOP
76.49,21.67,62.16,RIGHT
66.61,12.24,79.4,LEFT
40.52,42.88,89.09,RIGHT
92.51,72.49,19.17,FORWARD
39.57,9.44,85.86,RIGHT
76.47,27.93,37.83,LEFT
48.17,20.99,48.03,RIGHT
65.99,14.86,64.06,LEFT
78.68,44.37,92.29,RIGHT
70.77,26.69,56.85,RIGHT
18.42,9.91,19.6,STOP
88.84,57.29,104.6,FORWARD
81.89,103.94,66.82,FORWARD
46.52,8.62,51.77,RIGHT
25.52,17.95,72.45,RIGHT
21.44,101.89,71.81,FORWARD
46.0,42.77,29.77,LEFT
86.14,21.48,28.92,LEFT
62.67,7.45,74.47,RIGHT
23.04,43.9,115.64,RIGHT
39.76,13.15,66.73,RIGHT
23.37,10.9,68.38,RIGHT
16.21,19.72,6.77,STOP
19.1,18.56,15.81,STOP
106.68,85.22,106.91,FORWARD
106.05,35.97,63.89,LEFT
113.15,114.79,52.81,FORWARD
44.76,75.54,100.05,FORWARD
11.28,8.6,6.8,STOP
60.27,18.26,21.74,LEFT
13.04,16.28,15.79,STOP
10.91,108.82,68.23,FORWARD
72.94,20.08,77.99,LEFT
52.91,20.77,112.71,RIGHT
47.32,11.18,70.28,RIGHT
66.79,17.1,56.04,LEFT
74.18,80.35,31.95,FORWARD
47.09,17.13,84.26,RIGHT
6.17,11.47,6.71,STOP
30.22,43.65,94.36,RIGHT
10.69,13.89,6.57,STOP
7.03,18.62,22.78,STOP
8.35,19.78,23.01,STOP
58.5,110.97,103.58,FORWARD
74.8,35.32,40.7,LEFT
10.21,9.21,13.37,STOP
57.82,74.74,79.6,FORWARD
89.81,63.0,13.11,FORWARD
96.18,113.85,55.36,FORWARD
79.61,44.18,54.41,RIGHT
42.92,44.94,86.79,RIGHT
53.5,116.48,76.95,FORWARD
18.5,14.96,17.07,STOP
72.93,12.18,66.1,RIGHT
10.53,16.23,24.47,STOP
64.37,6.96,64.73,RIGHT
41.29,40.96,112.76,RIGHT
67.22,36.16,34.0,LEFT
10.65,12.63,10.04,STOP
13.12,17.21,20.63,STOP
63.85,25.59,92.94,RIGHT
67.1,68.73,48.32,FORWARD
63.11,12.09,38.21,LEFT
39.19,36.63,84.37,RIGHT
115.86,58.12,49.42,FORWARD
108.48,95.15,42.04,FORWARD
23.75,93.77,28.1,FORWARD
33.22,11.41,88.43,RIGHT
105.69,5.89,51.69,LEFT
112.24,19.58,48.29,LEFT
76.01,38.0,68.91,LEFT
10.29,18.04,15.8,STOP
7.91,6.66,6.55,STOP
79.14,6.33,68.48,LEFT
31.21,107.15,89.26,FORWARD
50.57,56.83,116.01,FORWARD
8.68,18.33,9.61,STOP
56.4,5.48,53.52,RIGHT
6.51,114.46,66.13,FORWARD
26.88,38.31,61.72,RIGHT
24.7,11.31,17.63,STOP
105.18,26.85,79.69,LEFT
23.12,17.83,24.67,STOP
83.32,17.94,43.62,LEFT
27.11,114.85,47.8,FORWARD
53.04,97.57,60.85,FORWARD
108.39,9.14,24.52,LEFT
57.44,28.01,71.61,RIGHT
19.19,14.36,18.55,STOP
6.0,15.21,7.97,STOP
23.08,6.51,6.78,STOP
21.99,8.23,12.82,STOP
65.36,15.04,69.29,LEFT
104.42,73.82,12.34,FORWARD
76.82,21.29,51.54,LEFT
14.47,91.77,9.78,FORWARD
73.54,30.32,28.18,LEFT
92.92,75.11,10.88,FORWARD
101.81,60.83,111.79,FORWARD
36.54,13.4,77.16,RIGHT
62.08,105.13,10.82,FORWARD
56.85,76.69,10.79,FORWARD
54.58,41.58,88.58,RIGHT
81.77,87.32,60.64,FORWARD
18.66,9.55,7.21,STOP
61.3,44.2,78.91,RIGHT
33.82,42.55,45.04,RIGHT
77.9,41.87,41.78,LEFT
23.1,12.89,24.95,STOP
9.41,15.3,23.71,STOP
109.09,19.32,57.31,LEFT
99.04,7.11,65.51,LEFT
78.74,37.95,54.43,LEFT
7.46,9.38,12.83,STOP
50.44,63.84,37.91,FORWARD
40.51,33.87,42.54,RIGHT
47.38,85.77,41.31,FORWARD
78.43,118.18,88.98,FORWARD
22.26,97.86,66.92,FORWARD
13.94,17.74,20.59,STOP
70.69,39.96,75.73,RIGHT
19.68,12.59,5.28,STOP
15.56,6.64,9.04,STOP
19.32,5.42,22.95,STOP
112.86,32.3,25.86,LEFT
91.55,40.52,47.07,LEFT
67.4,83.09,97.41,FORWARD
46.6,34.01,57.4,RIGHT
88.61,93.47,109.39,FORWARD
116.8,18.75,37.92,LEFT
16.14,19.91,17.24,STOP
22.66,6.76,17.93,STOP
40.14,98.51,68.12,FORWARD
113.18,64.99,56.37,FORWARD
7.93,84.24,57.66,FORWARD
53.79,82.97,82.92,FORWARD
93.91,107.39,24.41,FORWARD
20.53,17.23,12.99,STOP
64.18,15.63,98.53,RIGHT
41.92,34.91,20.57,LEFT
62.8,13.27,41.39,RIGHT
15.49,58.79,92.66,FORWARD
28.83,32.91,47.02,RIGHT
88.17,10.06,49.92,LEFT
46.75,75.84,63.72,FORWARD
79.6,28.58,48.73,LEFT
7.06,13.63,6.56,STOP
46.07,102.61,32.19,FORWARD
94.5,29.4,24.44,LEFT
15.53,14.96,11.59,STOP
54.97,35.35,50.35,LEFT
67.32,67.14,97.62,FORWARD
56.12,18.81,57.9,LEFT
8.56,104.45,61.47,FORWARD
22.96,83.25,53.21,FORWARD
22.76,10.58,8.09,STOP
21.84,30.79,94.69,RIGHT
69.41,40.36,66.41,LEFT
74.36,80.98,50.18,FORWARD
31.67,98.67,112.47,FORWARD
6.37,8.67,24.29,STOP
24.54,5.68,44.87,RIGHT
37.2,63.26,97.21,FORWARD
77.69,5.86,77.35,LEFT
53.96,38.94,57.33,RIGHT
17.98,13.99,9.36,STOP
66.45,22.29,22.29,LEFT
66.35,92.2,44.34,FORWARD
43.09,36.95,68.79,LEFT
55.35,6.62,37.51,LEFT
116.13,22.52,50.36,LEFT
21.1,93.21,57.94,FORWARD
55.75,22.71,106.1,RIGHT
18.87,10.59,22.05,STOP
52.83,19.46,61.65,LEFT
45.43,14.55,36.94,LEFT
20.71,11.72,21.7,STOP
113.98,7.96,21.88,LEFT
17.1,18.23,13.56,STOP
40.25,25.56,113.59,RIGHT
111.44,82.71,44.96,FORWARD
40.02,37.52,28.65,LEFT
38.56,8.19,112.99,RIGHT
25.5,43.82,102.96,RIGHT
14.14,11.21,7.0,STOP
78.89,98.51,46.05,FORWARD
39.77,99.79,27.9,FORWARD
41.01,27.43,85.14,RIGHT
8.96,12.53,6.43,STOP
74.66,14.6,117.7,RIGHT
10.55,11.94,11.71,STOP
52.11,92.92,115.19,FORWARD
31.59,44.54,48.71,RIGHT
7.06,59.84,74.36,FORWARD
17.76,13.02,11.74,STOP
79.07,26.42,51.77,LEFT
83.69,14.4,50.06,LEFT
38.8,28.08,115.76,RIGHT
79.67,33.78,44.37,LEFT
64.12,31.76,112.22,RIGHT
16.48,17.77,23.2,STOP
115.91,83.82,11.07,FORWARD
45.68,16.28,60.81,LEFT
8.17,11.48,24.85,STOP
115.76,77.36,20.91,FORWARD
71.28,29.81,117.63,RIGHT
7.45,19.42,20.29,STOP
15.54,18.57,19.21,STOP
65.41,42.07,41.52,RIGHT
65.76,12.82,108.63,RIGHT
89.21,104.84,22.7,FORWARD
24.31,19.13,21.21,STOP
20.83,18.69,5.4,STOP
58.79,8.05,95.56,RIGHT
106.16,14.67,21.25,LEFT
24.98,9.67,7.79,STOP
18.95,5.38,23.17,STOP
62.83,27.5,86.26,RIGHT
47.14,99.11,90.36,FORWARD
21.86,14.95,13.1,STOP
67.96,43.48,59.06,LEFT
17.87,84.03,5.48,FORWARD
27.9,15.28,73.31,RIGHT
12.4,7.01,19.66,STOP
8.94,12.21,8.28,STOP
10.64,10.93,20.15,STOP
83.37,113.71,115.79,FORWARD
5.73,11.29,17.54,STOP
43.51,20.54,68.07,LEFT
61.98,74.71,112.0,FORWARD
102.73,12.57,22.59,LEFT
37.57,28.45,88.67,RIGHT
14.34,17.94,19.53,STOP
53.41,26.6,73.99,RIGHT
68.67,6.88,61.2,RIGHT
61.91,9.83,42.44,LEFT
89.4,17.06,22.69,LEFT
62.55,14.81,103.91,RIGHT
94.74,69.3,96.49,FORWARD
20.82,9.0,20.16,STOP
74.0,86.52,98.58,FORWARD
76.69,72.57,12.82,FORWARD
13.36,10.01,5.25,STOP
46.34,74.7,77.27,FORWARD
61.94,37.08,76.54,LEFT
74.12,8.15,68.49,LEFT
51.29,44.31,93.93,RIGHT
75.37,23.22,42.96,RIGHT
24.48,17.49,104.35,RIGHT
43.04,16.38,100.52,RIGHT
79.42,23.44,70.7,RIGHT
31.3,119.53,56.28,FORWARD
28.34,8.77,101.55,RIGHT
22.47,106.38,27.59,FORWARD
76.66,26.27,79.86,RIGHT
7.19,7.68,12.65,STOP
37.11,31.47,62.41,RIGHT
37.63,71.33,44.15,FORWARD
20.6,16.94,16.11,STOP
11.96,11.63,7.01,STOP
22.39,110.58,116.53,FORWARD
25.14,32.38,119.3,RIGHT
52.62,18.26,92.77,RIGHT
55.79,13.53,27.02,LEFT
72.18,39.18,68.25,RIGHT
73.83,42.14,59.43,RIGHT
11.69,18.66,5.86,STOP
34.5,89.09,88.5,FORWARD
26.13,17.33,96.54,RIGHT
50.75,71.46,48.67,FORWARD
56.93,40.18,68.42,RIGHT
29.51,57.99,46.24,FORWARD
118.88,19.89,39.11,LEFT
35.63,11.21,60.77,RIGHT
8.19,7.4,23.66,STOP
64.71,22.46,99.13,RIGHT
58.1,37.97,96.01,RIGHT
96.7,7.89,61.25,LEFT
26.93,35.41,41.08,RIGHT
118.16,59.16,82.84,FORWARD
43.36,18.98,72.31,RIGHT
14.0,5.45,8.36,STOP
107.81,30.71,41.51,LEFT
17.9,7.67,16.71,STOP
20.34,33.89,50.16,RIGHT
38.71,107.44,21.84,FORWARD
79.85,66.62,12.18,FORWARD
51.5,102.49,20.03,FORWARD
63.46,14.35,76.19,RIGHT
11.04,19.72,24.73,STOP
20.87,7.24,23.93,STOP
32.51,119.06,110.88,FORWARD
12.45,17.07,16.12,STOP
11.05,7.24,22.6,STOP
99.1,14.48,28.46,LEFT
23.19,31.05,96.07,RIGHT
39.59,16.08,42.16,RIGHT
75.45,33.48,23.33,LEFT
85.66,6.11,67.48,LEFT
51.79,29.34,101.3,RIGHT
105.73,26.33,29.24,LEFT
104.67,23.05,63.77,LEFT
23.39,8.85,11.26,STOP
23.31,18.89,23.42,STOP
34.39,39.8,100.09,RIGHT
88.06,84.94,91.53,FORWARD
24.05,7.93,15.44,STOP
24.57,11.98,14.99,STOP
42.57,44.22,48.36,LEFT
41.62,39.47,50.91,LEFT
17.9,13.71,18.48,STOP
54.02,43.06,45.97,RIGHT
95.35,5.31,51.0,LEFT
24.94,11.83,77.5,RIGHT
6.05,19.74,8.27,STOP
64.76,25.88,33.79,LEFT
76.76,22.38,50.48,RIGHT
20.48,9.5,17.61,STOP
26.86,85.98,23.83,FORWARD
56.56,41.57,54.35,RIGHT
77.84,98.5,51.78,FORWARD
51.68,29.43,34.03,LEFT
58.2,26.35,73.3,LEFT
53.27,33.91,61.12,LEFT
35.93,71.66,18.24,FORWARD
22.2,36.37,93.72,RIGHT
46.95,8.47,116.22,RIGHT
61.08,16.38,62.66,RIGHT
55.48,78.51,88.11,FORWARD
11.64,69.51,73.55,FORWARD
22.72,40.6,71.11,RIGHT
30.74,11.26,46.19,RIGHT
24.06,117.42,26.36,FORWARD
8.57,5.51,10.78,STOP
96.37,40.84,63.1,LEFT
43.64,18.99,50.16,LEFT
34.78,38.89,97.33,RIGHT
115.03,15.01,43.52,LEFT
33.71,70.68,83.17,FORWARD
11.4,18.55,19.34,STOP
112.91,64.7,113.25,FORWARD
99.33,13.07,63.86,LEFT
18.49,11.92,15.95,STOP
12.89,19.0,10.59,STOP
17.24,10.6,10.31,STOP
44.3,33.57,70.52,RIGHT
60.38,13.85,47.25,RIGHT
80.54,20.83,63.34,LEFT
65.34,16.03,21.47,LEFT
54.61,18.12,45.63,LEFT
79.83,35.58,64.42,RIGHT
18.75,82.23,56.78,FORWARD
62.09,84.46,74.03,FORWARD
6.4,97.77,7.2,FORWARD
25.94,68.95,7.54,FORWARD
21.71,10.8,9.49,STOP
10.9,14.13,19.05,STOP
75.76,70.74,60.43,FORWARD
72.13,113.08,29.39,FORWARD
16.44,64.71,77.43,FORWARD
13.64,109.27,31.0,FORWARD
49.97,5.01,61.32,RIGHT
19.46,14.5,10.63,STOP
48.0,33.61,43.47,RIGHT
12.57,8.6,17.58,STOP
108.72,93.63,87.52,FORWARD
40.55,16.4,104.61,RIGHT
41.88,30.4,51.59,LEFT
97.46,21.79,31.36,LEFT
13.17,91.04,114.06,FORWARD
49.92,37.98,106.66,RIGHT
44.86,7.48,108.39,RIGHT
24.91,15.19,14.03,STOP
55.4,40.74,81.17,RIGHT
20.71,16.51,18.48,STOP
